anime_id,name,genre,type,comb
7718,Denshinbashira Elemi no Koi,fantasy,movie,fantasy movie
28673,Duan Nao,"mystery, sci-fi, shounen, thriller",ona,"mystery, sci-fi, shounen, thriller ona"
661,Elf-ban Kakyuusei: Anata dake wo Mitsumete...,"drama, harem, romance, school",ova,"drama, harem, romance, school ova"
6413,Go! Go! Ackman,"action, comedy, supernatural",ova,"action, comedy, supernatural ova"
7551,Gowapper 5 Gordam,"action, adventure, mecha, sci-fi",tv,"action, adventure, mecha, sci-fi tv"
13639,Hi no Youjin,"historical, slice of life",movie,"historical, slice of life movie"
910,Himawari!,"adventure, comedy, martial arts",tv,"adventure, comedy, martial arts tv"
12689,Kiss Dum R: Meguriahi,"mecha, military, sci-fi",special,"mecha, military, sci-fi special"
10028,Magic Knight Rayearth Omake,"adventure, comedy, drama, fantasy, magic, mecha, romance, shoujo",special,"adventure, comedy, drama, fantasy, magic, mecha, romance, shoujo special"
3660,Mahou no Idol Pastel Yumi,"comedy, fantasy, kids, magic, shoujo",tv,"comedy, fantasy, kids, magic, shoujo tv"
2133,Mari Iyagi,"drama, fantasy, slice of life",movie,"drama, fantasy, slice of life movie"
362,Memories Off 2nd,"drama, romance",ova,"drama, romance ova"
363,Memories Off 3.5,"drama, romance",ova,"drama, romance ova"
470,Okusama wa Joshikousei (TV),"comedy, drama, romance, slice of life",tv,"comedy, drama, romance, slice of life tv"
10180,Otome Youkai Zakuro Picture Drama,"demons, historical, romance, seinen, supernatural",special,"demons, historical, romance, seinen, supernatural special"
28853,Pokemon: Pikachu to Pokemon Ongakutai,"adventure, fantasy, kids",movie,"adventure, fantasy, kids movie"
2466,Scramble Wars: Tsuppashire! Genom Trophy Rally,parody,ova,parody ova
31914,Shoujo-tachi wa Kouya wo Mezasu,school,tv,school tv
4941,Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,mystery,special,mystery special
11773,To Heart 2: Dungeon Travelers,"adventure, comedy, ecchi, fantasy, magic, seinen",ova,"adventure, comedy, ecchi, fantasy, magic, seinen ova"
17068,Transfer,"action, music",music,"action, music music"
28085,Wonder (Movie),dementia,movie,dementia movie
3234,009-1: R&amp;B,"action, sci-fi, seinen",special,"action, sci-fi, seinen special"
6462,Amefuri Kozou,"fantasy, supernatural",ova,"fantasy, supernatural ova"
13863,Arve Rezzle: Kikaijikake no Yousei-tachi,"action, drama, mystery, sci-fi, thriller",movie,"action, drama, mystery, sci-fi, thriller movie"
1701,Boku no Marie,"comedy, ecchi, romance, sci-fi, seinen",ova,"comedy, ecchi, romance, sci-fi, seinen ova"
159,Boukyaku no Senritsu,"adventure, fantasy, horror, mecha, psychological, sci-fi, shounen, space, supernatural",tv,"adventure, fantasy, horror, mecha, psychological, sci-fi, shounen, space, supernatural tv"
458,Buttobi!! CPU,"comedy, ecchi, magic, sci-fi, seinen",ova,"comedy, ecchi, magic, sci-fi, seinen ova"
33689,Dive to Blue,music,music,music music
14875,Eureka Seven AO: Jungfrau no Hanabana-tachi,"action, adventure, drama, mecha, sci-fi",ova,"action, adventure, drama, mecha, sci-fi ova"
10666,Fireball Special,"comedy, sci-fi",special,"comedy, sci-fi special"
1865,Getsumen To Heiki Mina,"comedy, parody, sci-fi",tv,"comedy, parody, sci-fi tv"
133,Green Green,"comedy, ecchi, romance, school, slice of life",tv,"comedy, ecchi, romance, school, slice of life tv"
647,Harukanaru Toki no Naka de: Ajisai Yumegatari,"adventure, demons, drama, fantasy, historical, romance, shoujo, supernatural",ova,"adventure, demons, drama, fantasy, historical, romance, shoujo, supernatural ova"
1057,Ippatsu Kiki Musume,"action, comedy, ecchi",tv,"action, comedy, ecchi tv"
15847,Iron Man: Rise of Technovore,"action, mecha",ova,"action, mecha ova"
24873,Juuou Mujin no Fafnir,"fantasy, harem, romance, school",tv,"fantasy, harem, romance, school tv"
5132,Let&#039;s Nupu Nupu,"comedy, ecchi, school",tv,"comedy, ecchi, school tv"
952,Magical Nyan Nyan Taruto,"comedy, magic",tv,"comedy, magic tv"
1880,Midnight Eye: Gokuu II,"action, adventure, mystery, sci-fi, seinen, super power",ova,"action, adventure, mystery, sci-fi, seinen, super power ova"
7171,Oni,"demons, historical, supernatural",movie,"demons, historical, supernatural movie"
28385,Seto no Hanayome Picture Drama,"comedy, parody, romance, school",special,"comedy, parody, romance, school special"
2100,Silent Mobius 2,"adventure, demons, fantasy, sci-fi, seinen",movie,"adventure, demons, fantasy, sci-fi, seinen movie"
33205,StarFox Zero: The Battle Begins,"action, sci-fi, space",ona,"action, sci-fi, space ona"
8079,Tamala 2010: A Punk Cat in Space OVA,"dementia, sci-fi",ova,"dementia, sci-fi ova"
6331,Ten Little Gall Force,"action, comedy, mecha, military, parody, sci-fi, space",ova,"action, comedy, mecha, military, parody, sci-fi, space ova"
4853,Tezuka Osamu no Don Dracula,"comedy, horror, supernatural, vampire",tv,"comedy, horror, supernatural, vampire tv"
32881,Tiger Mask W,"action, drama, shounen, sports",tv,"action, drama, shounen, sports tv"
4578,Time Bokan Oudou Fukko,"action, comedy, mecha, parody, sci-fi",ova,"action, comedy, mecha, parody, sci-fi ova"
26443,Triage X,"action, adventure, ecchi, shounen",tv,"action, adventure, ecchi, shounen tv"
6731,Ultraman Kids no Kotowaza Monogatari,"comedy, kids, super power",tv,"comedy, kids, super power tv"
2018,Warau Hyouteki,"horror, mystery",ova,"horror, mystery ova"
6861,Water Brain,"dementia, fantasy, sci-fi",special,"dementia, fantasy, sci-fi special"
6693,Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron,"comedy, kids",movie,"comedy, kids movie"
31319,12-sai. 2nd Season,"romance, school, shoujo",ova,"romance, school, shoujo ova"
12967,Arcana Famiglia,"action, harem, romance, shoujo",tv,"action, harem, romance, shoujo tv"
4025,Asobou! Hello Kitty,"adventure, fantasy, kids",tv,"adventure, fantasy, kids tv"
4563,Bakkyuu HIT! Crash Bedaman,adventure,tv,adventure tv
2822,Bamboo Bears,comedy,tv,comedy tv
18881,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama Flash Special,"school, supernatural",special,"school, supernatural special"
295,Divergence Eve 2: Misaki Chronicles,"adventure, drama, mecha, military, sci-fi, space",tv,"adventure, drama, mecha, military, sci-fi, space tv"
29722,"Eikoku Ikka, Nihon wo Taberu","comedy, slice of life",tv,"comedy, slice of life tv"
8146,Gegege no Kitarou: Daikaijuu,"action, fantasy, horror, shounen, supernatural",movie,"action, fantasy, horror, shounen, supernatural movie"
2697,Hi-Speed Jecy,"action, sci-fi",ova,"action, sci-fi ova"
4737,Himitsukessha Taka no Tsume,"comedy, parody, super power",tv,"comedy, parody, super power tv"
258,Hitsuji no Uta,"drama, horror, vampire",ova,"drama, horror, vampire ova"
10905,Ikoku Meiro no Croisée Picture Drama,"historical, seinen, slice of life",special,"historical, seinen, slice of life special"
5013,Juugo Shounen Hyouryuuki,"adventure, drama, historical",special,"adventure, drama, historical special"
3858,Konchuu Monogatari Minashigo Hutch,"adventure, comedy, drama",tv,"adventure, comedy, drama tv"
31804,Kuma Miko,"comedy, seinen, slice of life",tv,"comedy, seinen, slice of life tv"
8302,Ladies versus Butlers! Specials,"ecchi, seinen",special,"ecchi, seinen special"
2307,Lime-iro Senkitan: Nankoku Yume Roman,"action, comedy, ecchi, mecha",ova,"action, comedy, ecchi, mecha ova"
7598,Loups=Garous,"mystery, sci-fi, thriller",movie,"mystery, sci-fi, thriller movie"
3571,Mach GoGoGo (1997),"adventure, cars",tv,"adventure, cars tv"
3881,Majokko Tickle,"comedy, magic, shoujo",tv,"comedy, magic, shoujo tv"
2571,Mitsubachi Maya no Bouken,"adventure, comedy, kids",tv,"adventure, comedy, kids tv"
614,Okusama wa Mahou Shoujo,"magic, romance",tv,"magic, romance tv"
34252,STAR BEAT!: Hoshi no Kodou,music,music,music music
13563,The Four Seasons,slice of life,ona,slice of life ona
13969,Thermae Romae x Yoyogi Animation Gakuin Collaboration,"comedy, historical, seinen",special,"comedy, historical, seinen special"
31750,TV-ban Pokemon Special Masara Town-hen Soushuuhen,"action, adventure, comedy, fantasy, kids",ova,"action, adventure, comedy, fantasy, kids ova"
11445,UFO Princess Valkyrie: Recap,"comedy, romance, sci-fi",special,"comedy, romance, sci-fi special"
3361,UFO Senshi Dai Apolon,"action, mecha, sci-fi",tv,"action, mecha, sci-fi tv"
9526,Wolf Guy,"action, military, sci-fi",ova,"action, military, sci-fi ova"
2024,Yoshimune,"comedy, historical",tv,"comedy, historical tv"
33056,Buddy Go!,"comedy, romance, shoujo",special,"comedy, romance, shoujo special"
9591,Code Geass: Hangyaku no Lelouch R2: Flash Specials,parody,special,parody special
8548,Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,"comedy, sci-fi, shounen",movie,"comedy, sci-fi, shounen movie"
33499,Ganbare! Kickers Specials,"drama, shounen, sports",special,"drama, shounen, sports special"
1868,Gin&#039;iro no Olynsis: Tokito,"adventure, drama, mecha, romance",tv,"adventure, drama, mecha, romance tv"
9389,Ginga Hyouryuu Vifam: Kieta 12-nin,"action, adventure, mecha, sci-fi",ova,"action, adventure, mecha, sci-fi ova"
33024,Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,"action, mecha, school, sci-fi, seinen, space",special,"action, mecha, school, sci-fi, seinen, space special"
4385,Great Mazinger tai Getter Robo,"action, mecha, sci-fi",movie,"action, mecha, sci-fi movie"
4386,Great Mazinger tai Getter Robo G: Kuuchuu Dai-Gekitotsu,"action, mecha, sci-fi",movie,"action, mecha, sci-fi movie"
5168,Hairy Tale,"historical, samurai",special,"historical, samurai special"
3838,Himitsu no Akko-chan 2,"magic, school, shoujo",tv,"magic, school, shoujo tv"
7017,K-On!: Ura-On!,comedy,special,comedy special
3278,Kinnikuman: New York Kiki Ippatsu!,"action, comedy, shounen, sports",movie,"action, comedy, shounen, sports movie"
2260,Kirameki☆Project,"comedy, ecchi, mecha, sci-fi",ova,"comedy, ecchi, mecha, sci-fi ova"
4023,Kitty&#039;s Paradise,"fantasy, kids",tv,"fantasy, kids tv"
31156,Kuusen Madoushi Kouhosei no Kyoukan OVA,"action, drama, fantasy, magic, school",ova,"action, drama, fantasy, magic, school ova"
9691,Kyomu Senshi Miroku,"action, demons, fantasy, historical, samurai, sci-fi, supernatural",ova,"action, demons, fantasy, historical, samurai, sci-fi, supernatural ova"
9792,Licca-chan Fushigi na Fushigi na Yunia Monogatari,"adventure, kids",ova,"adventure, kids ova"
4049,Mafukiden: Pandarian,"adventure, comedy, fantasy, kids, magic, super power",tv,"adventure, comedy, fantasy, kids, magic, super power tv"
349,Magical Canan,"drama, fantasy, magic, supernatural",tv,"drama, fantasy, magic, supernatural tv"
31845,Masou Gakuen HxH,"action, comedy, ecchi, fantasy, harem, romance, school, sci-fi",tv,"action, comedy, ecchi, fantasy, harem, romance, school, sci-fi tv"
19257,Meganebu!,"comedy, school, slice of life",tv,"comedy, school, slice of life tv"
8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,"action, comedy",tv,"action, comedy tv"
5006,Nagagutsu Sanjuushi,"adventure, fantasy, kids",movie,"adventure, fantasy, kids movie"
9106,Nogsaegjeoncha Haemosu,"action, adventure, fantasy, shounen",tv,"action, adventure, fantasy, shounen tv"
9015,O-bake no... Holly,"comedy, fantasy, kids, magic",tv,"comedy, fantasy, kids, magic tv"
25257,Persona 4 the Animation: Mr. Experiment Shorts,comedy,special,comedy special
3819,Sasurai no Taiyou,"drama, music",tv,"drama, music tv"
31540,Sekkou Boys,"comedy, music",tv,"comedy, music tv"
31867,Shoujo-tachi wa Kouya wo Mezasu OVA,school,ova,school ova
21119,Sister Princess: Re Pure Character&#039;s,"drama, romance",special,"drama, romance special"
33668,Soushin Shoujo Matoi,"magic, supernatural",tv,"magic, supernatural tv"
3507,Survival,"dementia, drama, music, psychological, school, supernatural",music,"dementia, drama, music, psychological, school, supernatural music"
18637,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,"action, mecha, sci-fi, shounen, super power",movie,"action, mecha, sci-fi, shounen, super power movie"
8449,Togainu no Chi,"action, sci-fi, shounen ai",tv,"action, sci-fi, shounen ai tv"
8961,Tono to Issho: Ippunkan Gekijou,"comedy, samurai, seinen",tv,"comedy, samurai, seinen tv"
6127,Toradora!: SOS!,comedy,special,comedy special
6234,True Tears Specials,"comedy, parody, school",special,"comedy, parody, school special"
10405,Xi Avant,"adventure, sci-fi",movie,"adventure, sci-fi movie"
12683,Yumeyume,music,music,music music
5396,Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,mecha,ova,mecha ova
17681,Zettai Bouei Leviathan,"comedy, fantasy, magic",tv,"comedy, fantasy, magic tv"
3914,1001 Nights,"demons, fantasy, romance, seinen",movie,"demons, fantasy, romance, seinen movie"
14077,Blood-C: None-None Gekijou,"comedy, parody",ona,"comedy, parody ona"
14237,Busou Shinki,"action, sci-fi, slice of life",tv,"action, sci-fi, slice of life tv"
33314,Digimon Universe: Appli Monsters,"action, adventure, comedy, fantasy, kids",tv,"action, adventure, comedy, fantasy, kids tv"
23985,Futari Ecchi (2014),"comedy, ecchi, romance, seinen, slice of life",ova,"comedy, ecchi, romance, seinen, slice of life ova"
3015,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,"action, drama, military, sci-fi, shounen, space",movie,"action, drama, military, sci-fi, shounen, space movie"
1679,Green Green Specials,"comedy, ecchi, romance, slice of life",ova,"comedy, ecchi, romance, slice of life ova"
3022,Haai Step Jun,"action, romance, school, sci-fi",tv,"action, romance, school, sci-fi tv"
4513,Hakujaden,"adventure, fantasy, historical, romance",movie,"adventure, fantasy, historical, romance movie"
30145,Harukanaru Toki no Naka de: Hachiyou Shou Recap,"demons, fantasy, historical, magic, shoujo, supernatural",special,"demons, fantasy, historical, magic, shoujo, supernatural special"
4928,Idol Tenshi Youkoso Yoko,"comedy, drama, shoujo",tv,"comedy, drama, shoujo tv"
2422,Kenritsu Chikyuu Boueigun,"action, adventure, comedy, sci-fi, shounen",ova,"action, adventure, comedy, sci-fi, shounen ova"
3315,Kikou Keisatsu Metal Jack,"action, mecha, police, sci-fi",tv,"action, mecha, police, sci-fi tv"
32202,Kimi ni Maji Kyun!,"magic, music, romance, school",ova,"magic, music, romance, school ova"
3276,Kinnikuman: Gyakushuu! Uchuu Kakure Choujin,"action, comedy, shounen, sports",movie,"action, comedy, shounen, sports movie"
2162,Koutetsu Sangokushi,"adventure, historical, shounen",tv,"adventure, historical, shounen tv"
555,Koutetsu Tenshi Kurumi 2,"comedy, mecha, romance, sci-fi, shoujo ai, shounen",tv,"comedy, mecha, romance, sci-fi, shoujo ai, shounen tv"
1280,Mamono Hunter Youko,"comedy, fantasy, horror, magic, supernatural",ova,"comedy, fantasy, horror, magic, supernatural ova"
32041,Mori no Densetsu: Dai Ni Gakushou,fantasy,movie,fantasy movie
8896,Natsufuku no Shoujo-tachi,"drama, historical",special,"drama, historical special"
28963,Nekota no Koto ga Kininatte Shikatanai.,"school, shoujo",special,"school, shoujo special"
18639,Rinne no Lagrange Season 2 Specials,comedy,special,comedy special
33192,Robot Town Sagami 2028,drama,ona,drama ona
6979,Shukufuku no Campanella,"adventure, fantasy, harem, magic",tv,"adventure, fantasy, harem, magic tv"
1713,Submarine Super 99,"action, adventure, military, sci-fi, shounen",tv,"action, adventure, military, sci-fi, shounen tv"
2027,Wind: A Breath of Heart Specials,"comedy, romance, school",special,"comedy, romance, school special"
8985,Yojouhan Shinwa Taikei Specials,comedy,special,comedy special
21861,Airy Me,"dementia, drama, horror, music",music,"dementia, drama, horror, music music"
5112,Akikan!,"comedy, ecchi, fantasy, romance",tv,"comedy, ecchi, fantasy, romance tv"
6287,Akikan!: Kan Ippatsu!? Onsen Panic,"comedy, ecchi",ova,"comedy, ecchi ova"
10526,Duel Masters Zero,"action, kids",tv,"action, kids tv"
5375,Gakkyuu Ou Yamazaki,comedy,tv,comedy tv
3671,"Genesis Climber Mospeada: Love, Live, Alive","action, mecha, music",ova,"action, mecha, music ova"
2474,Ginga Ojousama Densetsu Yuna: Shin&#039;en no Fairy,"action, adventure, comedy, magic, mecha, sci-fi",ova,"action, adventure, comedy, magic, mecha, sci-fi ova"
16740,Hanamaru Youchien Special Preview,"comedy, school",special,"comedy, school special"
22443,Hello Kitty no Alps no Shoujo Heidi,kids,ova,kids ova
28911,Hidamari Sketch Recap,"comedy, school, slice of life",special,"comedy, school, slice of life special"
28883,Hidan no Aria AA,"action, school, shoujo ai",tv,"action, school, shoujo ai tv"
360,Himiko-den,"adventure, drama, fantasy, supernatural",tv,"adventure, drama, fantasy, supernatural tv"
3839,Himitsu no Akko-chan 3,"magic, school, shoujo",tv,"magic, school, shoujo tv"
7729,Hokkyoku no Muushika Miishika,adventure,movie,adventure movie
21077,Kakumeiki Valvrave Recaps,"action, mecha",ona,"action, mecha ona"
2075,Kiko-chan Smile,"adventure, comedy, josei, slice of life",tv,"adventure, comedy, josei, slice of life tv"
2526,Kirara,"comedy, ecchi, romance, slice of life, supernatural",ova,"comedy, ecchi, romance, slice of life, supernatural ova"
19575,Kobayashi ga Kawai sugite Tsurai!!,"romance, school, shoujo",ova,"romance, school, shoujo ova"
6227,Lovedol: Lovely Idol OVA,"comedy, drama, ecchi, harem, music",ova,"comedy, drama, ecchi, harem, music ova"
1503,Mahou Shoujo Pretty Sammy Specials,"adventure, comedy, fantasy, magic, parody, seinen",special,"adventure, comedy, fantasy, magic, parody, seinen special"
1580,Mouryou Senki Madara,"adventure, demons, shounen, supernatural",ova,"adventure, demons, shounen, supernatural ova"
749,Nanami-chan,"comedy, kids",tv,"comedy, kids tv"
13681,Nekogami Yaoyorozu Specials,"comedy, seinen, supernatural",special,"comedy, seinen, supernatural special"
19731,Osamu to Musashi,"adventure, fantasy, kids",movie,"adventure, fantasy, kids movie"
3768,Play Ball,"action, shounen, sports",tv,"action, shounen, sports tv"
980,Rikujou Bouei-tai Mao-chan,"comedy, kids, magic, military, sci-fi",tv,"comedy, kids, magic, military, sci-fi tv"
11049,Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,"fantasy, slice of life",movie,"fantasy, slice of life movie"
1500,Teizokurei Daydream,"comedy, drama, ecchi, horror, supernatural",ova,"comedy, drama, ecchi, horror, supernatural ova"
10594,Tokimeki Tonight Recaps,"comedy, fantasy, romance, shoujo, vampire",special,"comedy, fantasy, romance, shoujo, vampire special"
33247,Tsubasa to Hotaru (2016),"romance, school, shoujo",special,"romance, school, shoujo special"
9566,Umi kara no Shisha,"action, mecha, sci-fi, super power",movie,"action, mecha, sci-fi, super power movie"
30751,Usavich Zero,comedy,tv,comedy tv
4420,Vampiyan Kids: Pilot,"action, comedy, kids, vampire",special,"action, comedy, kids, vampire special"
4591,Yoiko,"comedy, school, slice of life",tv,"comedy, school, slice of life tv"
1583,009-1,"action, mecha, sci-fi, seinen",tv,"action, mecha, sci-fi, seinen tv"
26189,Ai Tenshi Densetsu Wedding Peach Specials,"adventure, comedy, magic, romance, shoujo",special,"adventure, comedy, magic, romance, shoujo special"
15085,Amnesia,"fantasy, josei, mystery, romance",tv,"fantasy, josei, mystery, romance tv"
7779,Andersen Monogatari (TV),"drama, fantasy, kids",tv,"drama, fantasy, kids tv"
7752,Bao Lian Deng,"action, adventure, fantasy",movie,"action, adventure, fantasy movie"
34173,Buddy Go! 2,"comedy, romance, shoujo",special,"comedy, romance, shoujo special"
14277,Chitose Get You!!,"comedy, romance, school, seinen, slice of life",tv,"comedy, romance, school, seinen, slice of life tv"
22733,Dragon Collection,"fantasy, shounen",tv,"fantasy, shounen tv"
6062,Duel Masters Movie 2: Lunatic God Saga,"action, adventure, comedy, shounen",movie,"action, adventure, comedy, shounen movie"
32785,Future Card Buddyfight DDD,game,tv,game tv
8157,Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,"adventure, comedy, fantasy, horror, supernatural",movie,"adventure, comedy, fantasy, horror, supernatural movie"
3906,H. P. Lovecraft&#039;s The Dunwich Horror and Other Stories,horror,ova,horror ova
2281,Jikuu Tantei Genshi-kun,"adventure, comedy, fantasy, mystery, sci-fi, shounen",tv,"adventure, comedy, fantasy, mystery, sci-fi, shounen tv"
9748,Kaze wo Nuke!,sports,ova,sports ova
7505,Knyacki!,"comedy, drama, fantasy, kids",ona,"comedy, drama, fantasy, kids ona"
1591,Kujibiki♥Unbalance,"comedy, romance, school",tv,"comedy, romance, school tv"
10755,Lupin tai Holmes,mystery,special,mystery special
3475,Muramasa,"historical, horror, martial arts, samurai",movie,"historical, horror, martial arts, samurai movie"
15881,Oniichan dakedo Ai Sae Areba Kankeinai yo ne! Specials,"comedy, ecchi",special,"comedy, ecchi special"
31927,Phantom of the Kill: Zero kara no Hangyaku,"action, adventure, fantasy",movie,"action, adventure, fantasy movie"
25365,Pokemon XY: Koukoku no Princess Diancie,"comedy, fantasy, kids",special,"comedy, fantasy, kids special"
8840,Senkou no Night Raid: Yogen,"action, historical, military, super power",special,"action, historical, military, super power special"
23433,Shin Strange+,"comedy, shoujo, slice of life",tv,"comedy, shoujo, slice of life tv"
25883,Taisei Kensetsu: Vietnam Noi Bai Kuukou,drama,special,drama special
2679,Teki wa Kaizoku: Neko-tachi no Kyouen,"comedy, sci-fi",ova,"comedy, sci-fi ova"
4533,Uchuu Kazoku Carlvinson,"comedy, fantasy, sci-fi",ova,"comedy, fantasy, sci-fi ova"
9100,Umi Monogatari: Marin no Kore Naani?,comedy,special,comedy special
8249,Votoms Finder,"action, drama, mecha, military, sci-fi",ova,"action, drama, mecha, military, sci-fi ova"
12123,Yurumates 3D,"comedy, seinen, slice of life",tv,"comedy, seinen, slice of life tv"
6094,A Piece of Phantasmagoria,"fantasy, kids",ova,"fantasy, kids ova"
13859,Accel World: Acchel World.,"comedy, sci-fi",special,"comedy, sci-fi special"
17167,Akai Koudan Zillion Specials,"adventure, sci-fi, shounen",special,"adventure, sci-fi, shounen special"
2789,B-Densetsu! Battle Bedaman,"adventure, fantasy, kids, shounen",tv,"adventure, fantasy, kids, shounen tv"
2156,Bakugan Battle Brawlers,"action, fantasy, game",tv,"action, fantasy, game tv"
301,Cinderella Boy,"action, adventure, comedy, mystery",tv,"action, adventure, comedy, mystery tv"
13807,Corpse Party: Missing Footage,"horror, school",ova,"horror, school ova"
29165,Daitoshokan no Hitsujikai Picture Drama,"comedy, ecchi",special,"comedy, ecchi special"
32264,Dear Brave,"music, romance",music,"music, romance music"
1337,Dororon Enma-kun,"comedy, demons, fantasy, horror, shounen, supernatural",tv,"comedy, demons, fantasy, horror, shounen, supernatural tv"
1344,Eightman After,"action, drama, sci-fi",ova,"action, drama, sci-fi ova"
24675,Future Card Buddyfight Recap,game,special,game special
16912,gdgd Fairies 2 Episode 0,"comedy, fantasy",special,"comedy, fantasy special"
6271,Gendai Kibunroku Kaii Monogatari,horror,ova,horror ova
581,Honoo no Labyrinth,"adventure, comedy, ecchi, samurai",ova,"adventure, comedy, ecchi, samurai ova"
2523,Izumo: Takeki Tsurugi no Senki,"adventure, drama, fantasy, martial arts, romance, supernatural",tv,"adventure, drama, fantasy, martial arts, romance, supernatural tv"
10132,Jin Sheng Yuan,music,music,music music
7170,Kataku,"demons, historical, supernatural",movie,"demons, historical, supernatural movie"
23341,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!,"comedy, magic",ona,"comedy, magic ona"
15717,Nagareboshi Lens Specials,"romance, shoujo",special,"romance, shoujo special"
19351,Nijiiro☆Prism Girl,"comedy, romance, school, shoujo",ova,"comedy, romance, school, shoujo ova"
9731,Nurarihyon no Mago Recaps,"action, demons, shounen, supernatural",special,"action, demons, shounen, supernatural special"
1547,Obake no Q-tarou,"comedy, school, slice of life, supernatural",tv,"comedy, school, slice of life, supernatural tv"
29511,Ongaku Shoujo,"music, slice of life",movie,"music, slice of life movie"
3004,Saint Beast: Ikusen no Hiru to Yoru-hen,"fantasy, magic",ova,"fantasy, magic ova"
1508,Sci-fi Harry,"drama, horror, sci-fi",tv,"drama, horror, sci-fi tv"
5693,"Shinran-sama: Negai, Soshite Hikari",historical,ova,historical ova
13175,Shiranpuri (Movie),"drama, school",movie,"drama, school movie"
6437,Sora wo Kakeru Shoujo Picture Drama,"adventure, comedy, sci-fi, space",special,"adventure, comedy, sci-fi, space special"
3724,Taiko no Tatsujin,game,tv,game tv
8214,Tekkamen wo Oe: &quot;d&#039;Artagnan Monogatari&quot; yori,"action, historical",special,"action, historical special"
3512,Tenshi Nanka ja Nai,"comedy, drama",ova,"comedy, drama ova"
927,Transformers Superlink,"adventure, mecha, sci-fi, shounen",tv,"adventure, mecha, sci-fi, shounen tv"
2700,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,"action, comedy, sci-fi",tv,"action, comedy, sci-fi tv"
30385,Valkyrie Drive: Mermaid,"action, ecchi, fantasy, shoujo ai",tv,"action, ecchi, fantasy, shoujo ai tv"
30445,"Wake Up, Girls! Deai no Kiroku: A Brief Recording",music,ova,music ova
21595,Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,"action, fantasy, game, shounen",special,"action, fantasy, game, shounen special"
28593,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,comedy,special,comedy special
454,.hack//Gift,"comedy, fantasy, game",ova,"comedy, fantasy, game ova"
791,Arion,"action, adventure, drama, fantasy, magic, seinen",movie,"action, adventure, drama, fantasy, magic, seinen movie"
12581,Asa made Jugyou Chu!,"comedy, ecchi, romance, school",ova,"comedy, ecchi, romance, school ova"
9165,Attack No.1: Namida no Kaiten Receive,"drama, shoujo, sports",movie,"drama, shoujo, sports movie"
4509,Captain Future: Kareinaru Taiyokei Race,"action, adventure, sci-fi",special,"action, adventure, sci-fi special"
9935,Chocolat no Mahou,"drama, magic, shoujo, supernatural",ova,"drama, magic, shoujo, supernatural ova"
4014,Choujin Locke: Lord Leon,"action, sci-fi, super power",ova,"action, sci-fi, super power ova"
2760,Densetsu Kyojin Ideon: Sesshoku-hen,"drama, mecha, sci-fi, space",movie,"drama, mecha, sci-fi, space movie"
4443,Duel Masters Charge,"action, adventure, comedy, shounen",tv,"action, adventure, comedy, shounen tv"
10524,Duel Masters Victory,"action, adventure, comedy, shounen",tv,"action, adventure, comedy, shounen tv"
4298,Futari no Joe,"shounen, sports",ova,"shounen, sports ova"
8149,Gegege no Kitarou (1968 Movie),"adventure, comedy, fantasy, horror, supernatural",movie,"adventure, comedy, fantasy, horror, supernatural movie"
8533,Hana no Kage,"demons, drama, historical, romance",ona,"demons, drama, historical, romance ona"
3175,Kaitei Choutokkyuu: Marine Express,"action, adventure, comedy, drama, sci-fi",special,"action, adventure, comedy, drama, sci-fi special"
32503,"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",ecchi,special,ecchi special
16149,Kick-Heart,"comedy, romance, sports",movie,"comedy, romance, sports movie"
17791,Kyoto Animation: Ikitaku Naru Omise-hen,sci-fi,special,sci-fi special
23897,Lovely Movie: Itoshi no Muco,slice of life,tv,slice of life tv
28179,Miss Monochrome: The Animation - Manager,"comedy, music, slice of life",ova,"comedy, music, slice of life ova"
32233,MitchiriNeko March,music,music,music music
4614,Moero Arthur: Hakuba no Ouji,"adventure, drama, historical, romance",tv,"adventure, drama, historical, romance tv"
9290,Moyashimon CGI Anime,"comedy, school, supernatural",ova,"comedy, school, supernatural ova"
7108,Shikabane Hime: Puchitto,comedy,special,comedy special
835,Sister Princess: Re Pure,"drama, romance",tv,"drama, romance tv"
2714,Sotsugyou: Graduation,"drama, school",ova,"drama, school ova"
